region,universe,decay,neutralization,delay,alpha_expr,sharpe,fitness,turnover,weight_concentration,failure_reason
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 10)",0.4,0.4,0.12,0.8,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(ts_std_dev(returns, 20)",1.41,2.01,0.87,0.09,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(ts_std_dev(returns, 2)",1.18,0.98,0.19,0.72,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,rank(ts_rank(close),0.49,2.09,0.39,0.15,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(ts_rank(close), 5)",2.4,0.8,0.32,0.03,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(ts_rank(close), 5)",0.16,1.56,0.6,0.19,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(ts_rank(close), 10)",0.11,1.91,0.47,0.9,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(ts_rank(close), 20)",2.7,0.7,0.71,0.52,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(ts_rank(close), 4)",0.12,1.32,0.56,0.43,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(ts_rank(close), 8)",1.4,1.2,0.7,0.44,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,zscore(ts_rank(close),1.71,0.71,0.65,0.75,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(ts_rank(close), 5)",1.5,1.7,0.84,0.74,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(ts_rank(close), 10)",-0.04,1.16,0.19,0.24,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(ts_rank(close), 10)",-0.13,0.87,0.61,0.82,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(ts_rank(close), 20)",0.91,1.71,0.15,0.41,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(ts_rank(close), 2)",0.71,0.91,0.6,0.46,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(ts_rank(close), 4)",2.35,0.75,0.66,0.26,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(ts_rank(close, 10), 5)",0.26,0.06,0.79,0.2,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 5)",2.74,0.14,0.59,0.52,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(ts_rank(close, 10), 10)",1.68,0.08,0.65,0.4,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 10)",1.7,0.5,0.22,0.64,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(ts_rank(close, 10), 20)",2.38,0.18,0.11,0.32,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(ts_rank(close, 10), 20)",2.18,2.18,0.68,0.9,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 2)",-0.18,0.42,0.56,0.53,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 4)",1.88,1.28,0.89,0.59,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(ts_rank(close, 10), 8)",2.14,1.54,0.8,0.72,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(ts_rank(close, 20), 5)",1.27,0.27,0.85,0.85,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(ts_rank(close, 20), 10)",1.83,1.63,0.63,0.88,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(ts_rank(close, 20), 10)",2.25,1.45,0.77,0.85,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(ts_rank(close, 20), 20)",1.61,0.61,0.04,0.45,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(ts_rank(close, 20), 20)",2.43,1.03,0.8,0.62,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 2)",0.71,0.71,0.64,0.81,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 4)",0.76,0.36,0.35,0.23,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(ts_rank(close, 20), 8)",1.49,0.29,0.79,0.86,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,rank(rank(close-open)),1.26,0.86,0.2,0.43,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(rank(close-open)), 5)",1.16,1.36,0.49,0.08,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(close-open)), 5)",0.42,1.62,0.73,0.15,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(rank(close-open)), 20)",-0.06,1.94,0.53,0.06,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(close-open)), 20)",0.16,1.36,0.43,0.96,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 2)",2.38,1.18,0.62,0.91,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 4)",0.54,0.14,0.02,0.1,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(close-open)), 8)",-0.16,1.24,0.77,0.88,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,zscore(rank(close-open)),1.85,0.85,0.76,0.0,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 5)",1.09,0.49,0.09,0.54,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(close-open)), 5)",0.92,1.72,0.11,0.88,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(close-open)), 10)",0.48,1.48,0.82,0.74,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(rank(close-open)), 20)",0.7,1.9,0.38,0.99,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(close-open)), 20)",0.89,0.49,0.11,0.71,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 2)",2.77,0.57,0.72,0.82,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 4)",-0.06,1.94,0.14,0.53,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(rank(close-open)), 8)",0.62,0.42,0.58,0.46,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 5)",1.5,0.7,0.02,0.57,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 5)",0.34,0.34,0.16,0.26,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(close-open), 10), 10)",-0.15,2.05,0.05,0.7,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 10)",0.67,0.27,0.81,0.87,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(close-open), 10), 20)",0.4,1.4,0.12,0.32,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 4)",-0.05,1.35,0.79,0.47,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(close-open), 10), 8)",1.42,2.02,0.66,0.27,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 5)",0.19,0.39,0.05,0.9,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(close-open), 20), 5)",0.33,0.33,0.59,0.26,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 10)",0.48,1.48,0.26,0.04,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(close-open), 20), 10)",1.41,2.01,0.7,0.74,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(close-open), 20), 20)",2.3,1.9,0.87,0.02,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 2)",1.88,0.68,0.81,0.53,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 4)",0.68,1.68,0.59,0.34,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(close-open), 20), 8)",0.84,1.44,0.83,0.23,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,rank(-ts_corr(rank(volume)),0.93,0.93,0.71,0.06,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 5)",0.49,1.29,0.74,0.45,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 10)",1.3,1.3,0.68,0.73,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 10)",1.91,0.91,0.6,0.88,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(-ts_corr(rank(volume)), 20)",2.22,0.82,0.0,0.61,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(-ts_corr(rank(volume)), 20)",1.59,1.59,0.72,0.57,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(-ts_corr(rank(volume)), 4)",0.39,0.59,0.64,0.74,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(-ts_corr(rank(volume)), 8)",0.13,0.93,0.51,0.9,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,zscore(-ts_corr(rank(volume)),2.05,1.85,0.79,0.3,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(-ts_corr(rank(volume)), 5)",0.59,1.79,0.79,0.69,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(-ts_corr(rank(volume)), 10)",0.44,0.84,0.56,0.27,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(-ts_corr(rank(volume)), 20)",0.99,2.19,0.55,0.24,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 4)",0.62,0.02,0.63,0.28,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(-ts_corr(rank(volume)), 8)",0.34,1.34,0.59,0.03,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 5)",2.24,1.64,0.77,0.84,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 5)",0.11,0.91,0.68,0.66,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 10)",2.72,0.52,0.37,0.05,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(-ts_corr(rank(volume), 10), 10)",1.32,0.92,0.56,0.26,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(-ts_corr(rank(volume), 10), 20)",2.34,0.94,0.87,0.67,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 2)",0.01,1.01,0.88,0.18,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 4)",-0.07,1.53,0.57,0.24,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(-ts_corr(rank(volume), 10), 8)",2.01,0.81,0.14,0.77,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 5)",0.74,0.74,0.22,0.64,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 10)",0.28,0.68,0.79,0.44,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(-ts_corr(rank(volume), 20), 20)",0.18,1.58,0.39,0.02,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(-ts_corr(rank(volume), 20), 20)",1.53,0.53,0.41,0.69,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 2)",0.66,1.06,0.5,0.58,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(-ts_corr(rank(volume), 20), 8)",1.26,0.66,0.08,0.14,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,rank(rank(ts_std_dev(returns),1.16,0.56,0.45,0.66,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(rank(ts_std_dev(returns), 5)",1.02,1.42,0.08,0.48,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(ts_std_dev(returns), 5)",1.54,1.54,0.72,0.33,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(rank(ts_std_dev(returns), 10)",1.93,0.33,0.43,0.53,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(ts_std_dev(returns), 10)",0.78,0.38,0.31,0.58,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(rank(rank(ts_std_dev(returns), 20)",0.04,1.24,0.12,0.24,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(rank(rank(ts_std_dev(returns), 20)",1.26,0.46,0.46,0.43,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(ts_std_dev(returns), 2)",0.43,1.43,0.09,0.74,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(ts_std_dev(returns), 4)",1.93,0.93,0.64,0.83,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(rank(rank(ts_std_dev(returns), 8)",-0.09,1.11,0.87,0.83,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(rank(ts_std_dev(returns), 5)",2.03,0.23,0.53,0.83,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(ts_std_dev(returns), 5)",-0.05,0.35,0.62,0.77,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(zscore(rank(ts_std_dev(returns), 10)",1.0,0.6,0.68,0.42,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(zscore(rank(ts_std_dev(returns), 20)",0.49,0.29,0.48,0.15,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(zscore(rank(ts_std_dev(returns), 8)",0.91,2.11,0.11,0.94,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 5)",2.25,0.85,0.73,0.43,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 5)",0.11,1.31,0.21,0.13,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 10)",1.22,0.82,0.54,0.96,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 10)",0.32,2.12,0.03,0.61,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_mean(rank(ts_std_dev(returns, 10), 20)",1.05,1.85,0.56,0.3,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_mean(rank(ts_std_dev(returns, 10), 20)",1.04,2.04,0.52,0.3,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 2)",0.49,1.89,0.52,0.8,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 4)",-0.04,0.16,0.15,0.65,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_mean(rank(ts_std_dev(returns, 10), 8)",1.12,0.72,0.61,0.37,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 5)",-0.14,0.46,0.35,0.12,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 10)",2.02,1.42,0.61,0.83,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 10)",1.25,0.05,0.46,0.43,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_mean(ts_rank(rank(ts_std_dev(returns, 20), 20)",1.57,1.17,0.76,0.63,high_turnover
CHN,TOP3000,4,SUBINDUSTRY,1,"ts_rank(ts_rank(rank(ts_std_dev(returns, 20), 20)",1.65,0.65,0.69,0.4,low_fitness
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 2)",0.69,0.29,0.89,0.17,low_sharpe
CHN,TOP3000,4,SUBINDUSTRY,1,"decay_linear(ts_rank(rank(ts_std_dev(returns, 20), 8)",2.05,1.65,0.79,0.19,high_turnover
CHN,TOP3000,4,SECTOR,1,ts_rank(close,-0.19,1.41,0.55,0.23,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(close, 5)",2.45,1.85,0.67,0.56,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(close, 20)",1.93,0.93,0.51,0.59,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(close, 20)",0.08,1.48,0.46,0.84,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(close, 2)",0.1,1.5,0.08,0.9,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(close, 4)",1.04,0.24,0.52,0.89,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(close, 8)",-0.03,1.97,0.71,0.12,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(close-open), 5)",0.91,0.51,0.2,0.0,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(close-open), 5)",2.42,2.02,0.67,0.09,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(close-open), 10)",2.18,0.18,0.72,0.55,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(close-open), 10)",1.89,0.49,0.25,0.88,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(close-open), 20)",0.79,1.19,0.27,0.7,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(close-open), 4)",1.47,0.87,0.06,0.51,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(close-open), 8)",1.12,1.92,0.87,0.01,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(-ts_corr(rank(volume), 5)",1.43,0.83,0.49,0.68,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_mean(-ts_corr(rank(volume), 10)",1.64,2.04,0.64,0.46,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_rank(-ts_corr(rank(volume), 10)",0.32,0.92,0.88,0.56,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(-ts_corr(rank(volume), 20)",-0.15,2.05,0.0,0.88,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(-ts_corr(rank(volume), 20)",-0.15,0.45,0.6,0.76,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(-ts_corr(rank(volume), 2)",0.0,1.0,0.5,0.48,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(-ts_corr(rank(volume), 8)",1.57,0.97,0.12,0.86,low_fitness
CHN,TOP3000,4,SECTOR,1,rank(ts_std_dev(returns,0.98,2.18,0.72,0.3,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(ts_std_dev(returns, 5)",1.84,0.84,0.42,0.0,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(ts_std_dev(returns, 5)",1.5,1.5,0.84,0.33,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(ts_std_dev(returns, 10)",0.42,1.82,0.34,0.09,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(ts_std_dev(returns, 10)",0.84,0.84,0.74,0.06,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(ts_std_dev(returns, 20)",1.52,0.32,0.5,0.68,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(ts_std_dev(returns, 20)",1.06,0.26,0.6,0.42,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(ts_std_dev(returns, 2)",0.13,2.13,0.77,0.01,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(ts_std_dev(returns, 4)",0.38,0.18,0.42,0.79,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(ts_std_dev(returns, 8)",0.5,2.1,0.27,0.27,low_sharpe
CHN,TOP3000,4,SECTOR,1,rank(ts_rank(close),0.92,2.12,0.37,0.53,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(ts_rank(close), 5)",2.66,1.06,0.83,0.63,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(ts_rank(close), 5)",1.27,1.47,0.72,0.26,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(ts_rank(close), 10)",-0.03,1.17,0.36,0.18,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(ts_rank(close), 10)",0.06,1.46,0.46,0.78,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(rank(ts_rank(close), 20)",0.23,1.83,0.36,0.08,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(ts_rank(close), 20)",-0.05,1.55,0.1,0.36,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(ts_rank(close), 2)",0.99,0.59,0.34,0.07,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(ts_rank(close), 4)",2.5,0.7,0.25,0.68,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(ts_rank(close), 8)",2.32,1.52,0.78,0.79,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_mean(zscore(ts_rank(close), 5)",-0.18,1.82,0.81,0.0,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(zscore(ts_rank(close), 5)",0.56,2.16,0.83,0.39,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(zscore(ts_rank(close), 20)",1.89,0.29,0.59,0.35,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(zscore(ts_rank(close), 20)",2.4,0.2,0.45,0.44,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(zscore(ts_rank(close), 2)",1.83,0.03,0.33,0.29,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(zscore(ts_rank(close), 4)",0.76,1.76,0.13,0.4,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(zscore(ts_rank(close), 8)",0.79,0.59,0.74,0.82,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(ts_rank(close, 10), 5)",-0.17,0.03,0.34,0.7,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(ts_mean(ts_rank(close, 10), 5)",2.44,1.24,0.8,0.33,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(ts_rank(close, 10), 10)",2.44,0.44,0.16,0.39,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_mean(ts_mean(ts_rank(close, 10), 20)",-0.12,0.48,0.56,0.53,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 2)",0.36,1.16,0.85,0.32,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 4)",0.11,0.31,0.43,0.54,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_mean(ts_rank(close, 10), 8)",1.02,1.22,0.3,0.42,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_mean(ts_rank(ts_rank(close, 20), 5)",0.41,1.61,0.34,0.15,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(ts_rank(close, 20), 5)",0.22,2.02,0.74,0.49,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(ts_rank(close, 20), 10)",0.15,2.15,0.82,0.02,low_sharpe
CHN,TOP3000,4,SECTOR,1,"ts_rank(ts_rank(ts_rank(close, 20), 20)",1.88,0.08,0.68,0.18,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 2)",2.39,0.59,0.28,0.91,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 4)",2.23,0.63,0.81,0.26,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(ts_rank(ts_rank(close, 20), 8)",-0.07,1.93,0.87,0.06,low_sharpe
CHN,TOP3000,4,SECTOR,1,rank(rank(close-open)),2.0,1.0,0.74,0.95,high_turnover
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 5)",1.65,0.05,0.05,0.93,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 10)",1.43,0.03,0.23,0.62,low_fitness
CHN,TOP3000,4,SECTOR,1,"ts_rank(rank(rank(close-open)), 20)",0.04,1.44,0.07,0.01,low_sharpe
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(rank(close-open)), 2)",2.27,1.67,0.69,0.79,high_turnover
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(rank(close-open)), 4)",2.37,0.77,0.41,0.21,low_fitness
CHN,TOP3000,4,SECTOR,1,"decay_linear(rank(rank(close-open)), 8)",1.33,0.33,0.51,0.73,low_fitness
CHN,TOP3000,4,SECTOR,1,zscore(rank(close-open)),0.55,1.75,0.23,0.22,low_sharpe
